"station","POSIXtime","parsivelStatus","precipCode","parsivelR","class1","class2","class3","class4","class5","class6","class7","class8","class9","class10","class11","class12","class13","class14","class15","class16","class17","class18","class19","class20","class21","class22","class23","class24","class25","class26","class27","class28","class29","class30","class31","class32"
"Military Airport Payerne",2014-04-08 04:38:30,0,0,1.455,0,0,20.336466758879,59.8790427915346,138.56606842444,196.048525363099,264.310039120336,221.157012630651,142.171935361452,104.426382802318,35.5342665577935,15.1344943505911,2.8925201323745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 04:39:00,0,0,1.439,0,0,3.9402818521603,60.6315195525428,81.8612713170791,143.883878269215,256.899037514456,179.961014285561,106.823411615049,113.427325302005,32.7704902699651,12.2019297271026,5.785040264749,2.67277640335747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 04:39:30,0,0,1.755,0,0,7.4415551326644,23.6954131736096,95.1798773885435,143.724125368764,194.23282240324,196.54556288035,90.4455503682428,60.3400754349673,45.799721341156,17.640504119754,5.44474377858729,2.35833212060953,0,0.780286741537515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 04:40:00,0,0,1.527,0,0,4.24349700454236,33.2706315977522,190.319374713927,181.473326122479,223.634151192313,145.733447364002,111.604842160639,109.163481798965,33.560140637916,25.8216074796399,3.33752322966289,2.11008663422958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 04:40:30,0,0,1.519,0,0,20.6826299855042,60.7500861312471,113.579048081787,114.872985617525,249.734570466649,290.123005681553,125.617492486842,116.646034873571,27.6377628782838,10.9933576398467,5.44474377858729,2.35833212060953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 04:41:00,0,0,1.87,0,0,14.8150168803178,36.7787761906846,149.851024665116,202.36350485213,265.501828520287,254.34297406066,137.115972918507,51.3706047622019,71.4633582995624,14.3169308798004,8.67756039712347,2.35833212060953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 04:41:30,0,0,2.069,0,0,25.3639577233532,60.0294830039962,109.641153704296,192.482188706741,268.171052935003,340.676205213976,192.71117765404,134.233253258559,94.126023739633,14.3024394242043,7.21624402450632,0,5.15644138380555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 04:42:00,0,0,1.208,0,0,7.63254877354888,13.6084164876451,159.709252578472,100.61389816014,158.325326290579,261.919472719368,219.839042692648,53.0443337394165,37.1135672936954,10.9933576398467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 04:42:30,0,0,1.419,0,0,9.4741878377357,50.2907388044831,97.6377721650257,235.555125056865,268.428462166509,309.930692454637,101.119248858905,113.341493046763,29.2378438870265,19.3603951670028,2.8925201323745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 04:43:00,0,0,1.032,0,0,8.97737127469663,43.538815918544,198.56728232514,173.498086819678,267.483824432412,206.331277035568,152.614315308973,31.8008505670774,19.762039471615,7.66978439989305,2.8925201323745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 04:43:30,0,0,1.103,0,0,15.6751584174239,73.6781292059697,142.06011358735,273.054104784085,151.103931050076,199.70999441035,128.127595242159,51.3706047622019,23.2946858545535,6.64714647990731,0,2.35833212060953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 04:44:00,0,0,1.197,0,0,17.7231026645676,70.1375551745242,170.482388975769,208.718276272409,280.75441868548,149.348758680631,80.463265544992,40.7703212398428,28.4274132462348,0,0,7.70388492732444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 04:44:30,0,0,1.518,0,0,12.9089119991276,45.59867316623,163.251916557982,153.93613934806,231.795247304674,253.921845339699,119.096004211599,72.5711718069202,34.349791005867,11.5046765998396,9.12256349441185,2.35833212060953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 04:45:00,0,0,1.921,0,0,17.2441908448273,48.2772309999118,108.479361414984,170.192313613718,149.924792359613,187.468783209681,110.107626535253,101.11039667481,56.8548264924695,29.6564996795865,9.56756659170024,0,2.03458102272828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 04:45:30,0,0,3.307,0,0,10.9899791175113,52.445967896183,108.854369850617,158.589866480812,218.054022968801,160.270963423703,215.308683113004,65.2261485932388,40.0502049063032,31.0839683486041,10.6198570967938,5.55840756041184,2.43498620901929,2.38741637544719,1.98182999429623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 04:46:00,0,0,2.439,0,0,19.6555871918621,25.3635506892525,112.93824438857,150.719383682773,156.988683147691,80.7994913727871,110.610646034108,69.2895898890959,69.5100893015547,24.7139743193366,49.6810646302551,6.25835517913037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 04:46:30,0,0,2.543,0,0,8.911490383087,43.894868294195,56.0409154027944,111.474147673521,132.682665565049,101.684880262699,63.4437270715815,22.0586813203672,48.7357915124895,33.1047387815365,10.8243660367595,2.93360399021736,2.72145517478626,2.25478213236679,0.918409021747034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 04:47:00,0,0,2.46,0,0,15.4792261526002,39.8164801666055,55.5796050764052,89.1413186728459,86.8443428488106,80.7994913727871,156.967618564414,50.1333666371982,55.9737803509779,44.5691255199968,10.8243660367595,0,10.3436998836255,1.12739106618339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 04:47:30,0,0,1.098,0,0,3.67782949208907,27.4180092815752,43.8966886102054,44.5254155399441,51.6542353326169,60.1241990700171,73.0737819745335,30.1700377174837,16.7932311584238,19.1744609997326,0,5.031108523967,1.8204145992832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 04:48:00,0,0,1.634,0,0,2.12224383284251,10.961150217441,132.166591261107,40.1892653848496,115.883584450344,70.1448989150199,73.0737819745335,26.9084120182962,31.9808399020141,28.7541721031285,9.12256349441185,2.67277640335747,0,0.602948845733534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 04:48:30,0,0,1.589,0,0,2.89867450339464,19.3490339711563,77.4381795624709,74.2869712711155,54.3016277084296,67.4727122896858,53.4117058075242,74.2878169117556,43.8519171002103,7.15846543990018,9.56756659170024,2.11008663422958,0,0,0.49349849091969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 04:49:00,0,0,0.839,0,0,4.49119069662001,10.2216849203153,56.8075162733843,57.1724742060131,78.2846309057747,70.1822692818613,34.7328611070152,28.2281703562829,17.2311573032323,3.09633918796727,0,1.84218093265732,1.83073568889561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 04:49:30,0,0,1.241,0,0,7.63155811240622,21.1454352189449,44.3306980044222,39.193062682551,90.6014500921686,64.8410952993517,65.7275117582883,72.5711718069202,25.4793852058844,7.66978439989305,11.570080529498,5.031108523967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 04:50:00,0,0,1.973,0,0,4.73387427015424,24.6535798118774,107.798291130552,76.7228226389428,33.5436647617169,101.789214215029,55.0538132676261,61.9708882845611,22.5050354866025,3.32357323995366,0,4.71666424121906,0,0.698151295059879,0.986996981839377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 04:50:30,0,0,1.138,0,0,5.52635947863579,8.28175794206651,51.5089916504171,81.5722887071342,65.7347835468167,63.2886306000179,28.7368805517829,26.9084120182962,46.7999451405605,14.8282498397932,0,7.14119515819655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 04:51:00,0,0,1.404,0,0,14.7468360840295,37.0106371937616,147.210656756873,69.7646182847996,117.349678258465,110.308837565031,68.8668348437772,37.5086955406554,51.1430221642908,19.8717141269956,2.8925201323745,2.35833212060953,2.03458102272828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 04:51:30,0,0,1.47,0,0,7.63254877354888,24.7760910240382,82.7270524193931,100.267942428468,184.789993432006,80.2061683950228,119.139217565812,17.9389413455308,36.3239169257444,7.15846543990018,14.9076037591609,5.031108523967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 04:52:00,0,0,1.143,0,0,4.94092244896814,45.6915237691308,55.5101778584563,78.6151630399607,205.684337198079,148.768851545042,21.3473969813244,111.710680197169,34.3761126847987,3.83489219994653,6.23004336203738,2.67277640335747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 04:52:30,0,0,2.185,0,0,19.7032073085396,34.4589824731562,67.5545280609179,145.905700416563,142.877922943966,99.9025385412401,207.330710755627,113.301408600068,44.3929982093963,13.4851571713927,14.9875837432054,9.19195916934776,2.43498620901929,1.2600253092638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 04:53:00,0,0,2.25,0,0,13.1340971044194,43.5650964265524,68.3592808769976,136.74922103938,185.62873050863,125.798915317725,164.01103734615,22.0586813203672,34.742346424745,30.2666860957924,21.648732073519,9.19195916934776,5.15644138380555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 04:53:30,0,0,1.172,0,0,14.8980575937459,37.5172570887559,59.6074828566372,147.866465411663,145.113665830492,124.777878565329,87.0749087396127,83.1714553292793,33.560140637916,16.0368219270491,5.785040264749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 04:54:00,0,0,1.701,0,0,10.7046181139998,40.499627556929,101.085131058439,138.159223783755,93.2095018470112,235.046146495361,115.811789291396,83.2143714569002,40.0879170129773,14.3169308798004,11.6747871406247,0,2.03458102272828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 04:54:30,0,0,2.294,0,0,11.077599323707,49.7760215238899,88.4781012789919,228.29870367107,419.1793522672,274.690312365963,278.877017328003,76.2027172885412,73.3771224026326,21.276581314864,3.60812201225316,2.93360399021736,2.72145517478626,1.12739106618339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 04:55:00,0,0,1.832,0,0,3.81627438677444,19.1362513395087,156.003440938233,171.425512377126,120.207658664172,236.628362260361,140.486614547137,63.6017011341548,50.1427983648863,15.3395687997861,8.67756039712347,2.35833212060953,2.03458102272828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 04:55:30,0,0,2.457,0,0,7.3628461896583,44.6523395575334,119.267704436038,232.434938582405,179.127130765649,231.932929138515,139.862172951625,61.1627072973818,83.4781379372343,31.9060581440794,18.5957057554586,6.64950237782602,0,1.12739106618339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 04:56:00,0,0,2.809,0,0,14.8851267937277,28.1039627032203,143.832987367281,224.741229856831,276.806548060203,172.932848051259,170.154169516687,188.033547133918,107.604767398863,39.2567908767209,14.9875837432054,0,7.87789655859179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 04:56:30,0,0,3.918,0,0,4.41330952305261,44.3119772128401,118.253634599615,221.583933568845,368.25524247292,199.80507708248,279.480738937866,195.052218463125,63.501288743006,56.6376601198492,23.3140191560974,13.299004755652,7.87789655859179,1.12739106618339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 04:57:00,0,0,3.147,0,0,6.96838345745149,24.6696681344394,121.964439251538,150.227478507895,257.827035312671,218.085504994875,307.898021030196,185.493456557633,134.144059806654,42.553162629728,22.7589234619046,2.93360399021736,2.72145517478626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 04:57:30,0,0,2.686,0,0,5.68637957777932,33.5938642829135,82.5811798264498,263.546200991115,319.694459282046,309.77529246665,410.636610778834,189.504125888609,104.773909542032,30.2666860957924,10.8243660367595,2.93360399021736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 04:58:00,0,0,3.614,0,0,5.88876507365895,50.2319621917206,120.795066240082,224.339938793116,391.503101060425,475.757635073805,296.882749551991,248.661498520503,148.137504894399,29.6673457770639,10.8243660367595,6.25835517913037,2.72145517478626,1.12739106618339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 04:58:30,0,0,4.042,0,0,24.1165168315923,87.00416159158,271.167365465723,344.870486664211,678.230144109655,664.568826965795,296.829791516039,201.536133881537,91.1986593649555,35.3610788049853,17.7467358702226,5.86720798043472,5.15644138380555,0.97365592079475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 04:59:00,0,0,3.951,0,0,19.8846326766626,75.5955128809732,289.26478455577,442.997078329095,545.470138020045,604.563322343358,246.519657360778,184.022877802942,147.654972305166,39.8561311954495,14.4324880490126,3.32475118891301,5.44291034957253,1.12739106618339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 04:59:30,0,0,3.474,0,0,24.6153759571096,107.643855207804,189.236704861415,350.908782756842,377.963513582349,463.130698323141,305.293731732747,182.485454559401,91.7133607934702,34.1623981675281,14.0080031063946,5.94955475910749,0,2.10104698697814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 05:00:00,0,0,5.519,0,0,30.8021507932023,87.827192950946,206.875380619701,410.158719313175,331.430051270949,368.151688366306,349.15233103751,274.730849171846,132.985981592496,47.6475553389207,33.0281938044712,12.1255631595651,2.72145517478626,1.12739106618339,0.918409021747034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 05:00:30,0,0,5.173,0,0,31.650480129821,89.5511942453758,184.577716568536,307.540256709278,344.391065016241,329.321908841801,326.062627362043,302.805534488676,117.737951772746,74.8358116157892,41.3546292173632,3.32475118891301,5.44291034957253,3.38217319855018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 05:01:00,0,0,3.605,0,0,22.5492167096009,96.4731483841799,182.916336253256,329.791936667239,328.049641262005,437.95335171121,375.313600798246,316.842877147092,147.687141144448,29.0680054583353,14.4324880490126,8.49201155062923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 05:01:30,0,0,3.748,0,0,25.2763375171574,73.6500284928995,92.3357594152959,372.148674736256,593.865693726629,511.392282551035,409.630408095728,371.989580448011,123.045810254305,48.8462359763779,10.9549767883342,2.93360399021736,2.43498620901929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 05:02:00,0,0,3.26,0,0,11.8713353092451,39.7222661824536,196.402577325383,385.464494927159,415.797462056829,555.99652665728,351.270652475626,235.626823194832,111.947560701956,49.4455762951065,10.8243660367595,0,2.72145517478626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 05:02:30,0,0,3.179,0,0,20.9599256338978,52.0526073200154,157.975416441355,342.7912338339,431.438380485731,444.253468205371,327.015872009196,178.474785228426,113.427327308936,47.8654972730039,3.60812201225316,6.25835517913037,0,1.12739106618339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 05:03:00,0,0,1.959,0,0,13.9294386615195,80.8126056788604,180.570793420437,246.184603208988,411.402769600999,218.531918601238,245.967870219563,70.9832750849473,58.4549075012123,23.8925404942123,2.8925201323745,2.67277640335747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 05:03:30,0,0,2.516,0,0,20.7804204317699,179.054158266261,287.544256405921,329.810449227584,472.754132766906,365.298149413158,353.283057841836,203.594240511906,86.656080638952,25.7716337053282,11.934557425145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 05:04:00,0,0,2.806,0,0,34.9239791182044,87.4328237579164,253.102782515301,243.565163115151,432.865109636194,378.766523507437,287.649360224673,165.492881867636,118.477835076236,49.6635182291896,7.21624402450632,3.32475118891301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 05:04:30,0,0,1.717,0,0,16.4525797491187,45.34921302927,222.764094328522,385.648417162212,597.129378365964,338.546603824351,149.431778869271,125.428694167281,38.6928680295973,0,0,2.35833212060953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 05:05:00,0,0,1.973,0,0,21.3930651417004,56.8861659438664,142.013427317853,284.616820759062,426.653354165907,222.34546429124,135.954974135312,21.2005670447183,40.6669939494747,14.8282498397932,8.67756039712347,2.35833212060953,0,0.698151295059879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 05:05:30,0,0,1.168,0,0,13.8066258169234,63.2762066393332,140.208733462313,256.929594996821,176.254158620295,161.168841160339,115.811789291396,101.11039667481,37.9032176616463,3.83489219994653,2.8925201323745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 05:06:00,0,0,1.604,0,0,7.25000788702373,37.8594540411132,215.280458240193,187.056953322192,151.903394178948,119.503826015328,74.7158894346354,21.2005670447183,18.9516088308232,3.83489219994653,2.8925201323745,0,1.8204145992832,0.698151295059879,0.49349849091969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 05:06:30,0,0,0.786,0,0,15.6305618293026,45.7362361699262,115.806680889801,154.283164818894,165.121343053461,102.941048868937,33.7883710242806,54.1113673130628,7.7250518420469,8.8761723388395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 05:07:00,0,0,0.985,0,0,13.5847235374897,51.8588219349273,97.2627068953193,185.674867700025,188.928029275095,54.8308670306366,76.8482129351571,40.483974727271,15.4501036840938,5.36698792580992,0,0,1.83073568889561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 05:07:30,0,0,0.855,0,0,12.0902741312045,63.5769535051087,142.74059870138,129.713032033324,135.624841213644,96.5943431729165,75.5123336618104,17.2554646378532,7.08129752187631,6.19267837593453,3.88953004612002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 05:08:00,0,0,2.086,0,0,27.2655284266745,69.2225672386267,291.316668928932,270.18093558809,288.898868593017,153.676567884128,104.698037078895,106.388281200623,33.7772812462798,4.49505239046423,4.16321770644596,13.8105049385617,4.86997241803858,1.12739106618339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 05:08:30,0,0,1.365,0,0,24.6771213981321,51.4757977248394,153.370803218403,61.1994050837042,137.317434693002,141.95315286504,87.1181220938259,42.4440502170574,54.0910502046411,12.2019297271026,9.12256349441185,2.67277640335747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 05:09:00,0,0,1.808,0,0,20.0712900806655,68.3309509805833,145.617119100629,105.225431886488,230.525702324455,195.97758799035,124.151966654544,93.7717388516383,63.5931762989844,22.4980342396863,3.33752322966289,0,0,0.698151295059879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 05:09:30,0,0,1.991,0,0,19.9163535916642,35.1213853430722,90.3396605986213,166.386449460047,207.417175844066,168.065679110342,94.9022876327648,109.163481798965,35.9554134207006,19.1744609997326,15.3526068564493,2.67277640335747,0,0.698151295059879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 05:10:00,0,0,2.166,0,0,35.8767048481336,78.2017788522992,212.200076186274,140.791779611526,247.154597998721,191.026528847138,148.031832631293,59.1573726318938,60.8245026953686,8.39076446219988,14.9875837432054,9.58310636804335,3.08431586475777,1.12739106618339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 05:10:30,0,0,1.214,0,0,11.3019576459254,33.4885725962278,131.052020147484,204.157301705764,92.0675439002889,104.817618145324,51.7263849932091,58.0226045434394,13.8188814391419,7.66978439989305,2.8925201323745,5.031108523967,0,0.698151295059879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 05:11:00,0,0,0.836,0,0,12.8510664236638,37.2868079385363,71.9813216333025,83.7506368319149,36.7877975821177,47.0356748952257,75.9445298973049,19.7930329669492,25.5999634654498,12.385356751869,2.17356090812589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 05:11:30,0,0,1.014,0,0,4.73387427015424,12.4882164443152,73.337924887132,69.8507561124418,119.559849772211,87.6423438456131,99.4339280445899,54.7180627166311,45.4256764300213,7.15846543990018,3.33752322966289,3.08397277310477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 05:12:00,0,0,1.348,0,0,5.7926433663617,9.90065068430955,79.9320807428793,62.6955816986227,143.807557214313,86.3178645853186,65.7707251125015,53.0443337394165,13.2398045026445,16.0368219270491,8.95861498488461,0,2.03458102272828,0.698151295059879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 05:12:30,0,0,1.149,0,0,6.29317490868574,34.5804774803403,78.8387676473936,70.0451514000967,107.460063254576,76.403441274355,76.2563184142356,42.4011340894365,8.89672747891421,34.885898134059,6.23004336203738,2.35833212060953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 05:13:00,0,0,1.339,0,0,7.68498097137827,31.3102625573411,73.844557367234,93.0826899960287,121.009127393329,99.609272494362,74.7158894346354,111.024022155235,37.5554944294434,22.4980342396863,6.23004336203738,2.67277640335747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 05:13:30,0,0,1.437,0,0,11.2340973576539,26.677783641783,12.1159514951296,70.5791825244612,105.966353873305,81.7883841600232,88.7602295539277,62.0138044121819,46.0102947726095,7.15846543990018,11.570080529498,2.67277640335747,2.03458102272828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 05:14:00,0,0,1.044,0,0,5.4374185039905,11.5895606704067,0,38.0589926419878,35.0779489795174,47.7767113353077,53.4117058075242,31.8008505670774,14.6085318070929,3.83489219994653,9.12256349441185,0,0,0,0.571419305275428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 05:14:30,0,0,1.043,0,0,5.36814506673606,3.50382066779736,84.5594122124134,28.9943907037319,65.5635361378918,56.6371196193102,9.03159103056032,8.96947067276541,27.6377628782838,10.9933576398467,0,2.67277640335747,0,0,0.571419305275428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 05:15:00,0,0,1.553,0,0,8.61298279675585,26.6706908873946,38.0112689763713,135.491759969048,57.723181794139,82.24005942969,64.0421909439732,21.2005670447183,21.1363081821541,7.66978439989305,0,2.35833212060953,4.06916204545655,1.39630259011976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 05:15:30,0,0,1.162,0,0,14.8907296149994,26.1063048697625,118.726845000163,161.046138216405,217.650982712198,110.88874470062,73.5548906514406,21.2005670447183,28.4274132462348,19.1744609997326,8.67756039712347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 05:16:00,0,0,1.77,0,0,5.22326087462346,61.9627574857992,71.5665928973768,86.046306200493,133.20394850907,70.6950549849416,108.234200532009,69.3095461077327,32.7912705428059,10.4820386798539,8.67756039712347,10.6911056134298,2.03458102272828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 05:16:30,0,0,2.768,0,0,14.7815995281834,41.8007963038651,124.864394475138,190.831926184571,208.342236380984,244.007510214415,237.62270732069,102.272067939884,17.1459913373972,12.8858168526641,14.0080031063946,6.25835517913037,2.72145517478626,2.10104698697814,1.06342097254919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 05:17:00,0,0,1.766,0,0,8.40897944410099,57.6738409726411,115.976830472054,120.613556875484,114.427981474482,111.809914060031,126.442274427844,99.4795838252162,32.9810637014186,7.15846543990018,9.12256349441185,2.67277640335747,2.03458102272828,0.780286741537515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 05:17:30,0,0,3.484,0,0,28.0980517653128,76.5645186079986,144.415374273655,191.056721560187,284.985586070348,205.668255505559,177.091672226518,103.809491183425,33.7772812462798,42.7711045638111,27.5915212701713,0,8.16436552435877,3.38217319855018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 05:18:00,0,0,2.372,0,0,18.739668012217,70.0815878814768,230.786935585516,219.875071137614,216.262979242115,257.006686658943,163.163708770904,113.301408600068,50.6659218694197,26.3709740240568,7.3468547760811,15.0591671497825,2.72145517478626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 05:18:30,0,0,3.328,0,0,21.7648592190282,94.787978838936,162.029663582969,230.853297806476,377.122759171804,258.115699285629,236.314332314794,48.1280319717102,68.5196276710248,30.2666860957924,32.4730981102784,5.86720798043472,8.16436552435877,1.12739106618339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 05:19:00,0,0,3.127,0,0,24.0196191917992,82.8653939909353,238.000083533895,187.47962164814,383.952408556047,217.576162091669,45.1545135963161,72.1920479575654,50.3820791698711,38.4337733098544,31.287211854503,2.93360399021736,5.15644138380555,1.12739106618339,0.918409021747034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Military Airport Payerne",2014-04-08 05:19:30,0,0,2.123,0,0,21.575530851915,131.257409795321,131.494620726596,141.721444202078,180.967206164606,215.020845021327,243.765839491226,46.1226973062223,80.1004098126064,26.9703143427853,18.1712208128406,6.25835517913037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
